    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
69        -0.22786904           -0.41130222           -0.51459149          -0.034421747
70        -0.94063794           -0.96603701           -0.97543391          -0.964878513
71        -0.90747156           -0.94193004           -0.96117774          -0.944755343
72        -0.96058378           -0.98342226           -0.98375948          -0.989679592
73        -0.38313933           -0.18260093           -0.41639025          -0.166684422
74        -0.18390018           -0.18676329           -0.48649412          -0.170814791
75        -0.09407979            0.03933880           -0.19350841           0.193206499
76        -0.93968135           -0.94371480           -0.96178073          -0.958787671
77        -0.94778216           -0.94642359           -0.96242216          -0.962758177
78        -0.93914188           -0.93961161           -0.95862882          -0.959579072
79        -0.39601354           -0.21166730           -0.17413641          -0.458302971
80        -0.34898005           -0.61681266           -0.67124374          -0.682184176
81        -0.40105142           -0.51073102           -0.29952021          -0.425200372
82        -0.93702121           -0.97436905           -0.98102468          -0.980954665
83        -0.95163078           -0.96598340           -0.97683776          -0.978166791
84        -0.95529489           -0.97383723           -0.97648373          -0.988871878
85        -0.07544478           -0.24608275           -0.42805570          -0.388446972
86         0.33752648           -0.40507069           -0.42467567          -0.430366659
87        -0.12956524           -0.26788790           -0.07045265          -0.189604443
88        -0.95962355           -0.99326465           -0.98887628          -0.985241405
89        -0.97411832           -0.98157309           -0.98550877          -0.989270901
90        -0.96758975           -0.96992408           -0.97418645          -0.987601204
91        -0.43417820           -0.54161640           -0.73799376          -0.551079943
92        -0.69465885           -0.66043134           -0.80945944          -0.777173389
93        -0.31895959           -0.53437495           -0.68459332          -0.480559153
94        -0.95284431           -0.99050152           -0.98855482          -0.981016045
95        -0.98063666           -0.98669040           -0.99557163          -0.990663219
96        -0.95989743           -0.98172484           -0.99084572          -0.986549063
97        -0.12609080           -0.57175991           -0.53673770          -0.497187688
98         0.56487582           -0.64661103           -0.37147972          -0.359816627
99         0.35619860           -0.53700210           -0.28431802           0.091385755
100       -0.95290438           -0.99028424           -0.98691132          -0.982819139
101       -0.94658913           -0.96994888           -0.97069296          -0.974687866
102       -0.95229697           -0.97027496           -0.96804289          -0.979711373
103       -0.48653266           -0.28376799           -0.70240294          -0.591668608
104       -0.47736595           -0.52553395           -0.76305351          -0.657907649
105       -0.25064809           -0.45598076           -0.57496412          -0.394542241
106       -0.96376580           -0.99288904           -0.99031331          -0.987937203
107       -0.96816705           -0.97151431           -0.98810741          -0.981293118
108       -0.95653705           -0.97392395           -0.98048283          -0.980112733
109       -0.36548953           -0.67588972           -0.71223775          -0.571264779
110       -0.36502517           -0.70726417           -0.77471907          -0.717101022
111       -0.44463633           -0.62367602           -0.58342178          -0.540633469
112       -0.96028783           -0.98958328           -0.99062179          -0.988364321
113       -0.98235701           -0.98710232           -0.99258944          -0.992698523
114       -0.98478148           -0.98583546           -0.98904658          -0.994465158
115       -0.38604444           -0.43129615           -0.56020349          -0.524422887
116       -0.23440235           -0.60604434           -0.67672285          -0.610586202
117       -0.46846298           -0.52680183           -0.57214473          -0.542770647
118       -0.97970523           -0.99525594           -0.99498188          -0.993841257
119       -0.98553836           -0.98925720           -0.99369991          -0.992327099
120       -0.97620077           -0.98079237           -0.98313560          -0.988221713
121       -0.10420299            0.08011865           -0.29159483          -0.213494065
122       -0.11011717           -0.23937641           -0.49212222          -0.375414983
123       -0.03140835            0.17914865           -0.01462992           0.116646170
124       -0.96559498           -0.98846475           -0.98746592          -0.985310690
125       -0.96073426           -0.97512669           -0.98809667          -0.983453911
126       -0.97319752           -0.97610566           -0.98460773          -0.986958364
127       -0.31187560           -0.23890831           -0.48285431          -0.494927657
128        0.05171554           -0.57354184           -0.60446960          -0.564149245
129       -0.34975949           -0.54964832           -0.44242684          -0.428337693
130       -0.97697266           -0.98947297           -0.98972266          -0.987954515
131       -0.95932702           -0.97186649           -0.97681589          -0.975427259
132       -0.98134543           -0.98464372           -0.98199850          -0.988749496
133       -0.15143952           -0.22665640           -0.65187547          -0.234278151
134       -0.15775806           -0.39669922           -0.70425541          -0.515697759
135       -0.28041795           -0.26484805           -0.64028007          -0.358762129
136       -0.94650142           -0.98567125           -0.98027562          -0.979544105
137       -0.96058251           -0.94971603           -0.98490013          -0.979753572
138       -0.93325187           -0.97209260           -0.98048417          -0.978636302
139       -0.20963489           -0.36396943            0.29594593          -0.374456768
140       -0.03173012           -0.54831888           -0.49351412          -0.543765426
141       -0.20870249           -0.32301570            0.14665012          -0.367869640
